,Title,Location,Price,Land Area,House Area,Bedrooms,Bathrooms,Floors,Parking,Road
1263,"House on sale at Bafal, Nagarjun","Bafal, Kathmandu",Rs. 3.75Cr,4.0 aana,,7,4,2,,13 Feet 
1264,"Residential house on sale at Bafal, Kathmandu","Bafal, Kathmandu",Rs. 9Cr,8.0 aana,,6,4,3,,20 Feet 
1265,"Residential house on sale at Nepaltar, Tarakeshwor","Nepaltar, Kathmandu",Rs. 2.24Cr,,,8,4,3,,13 Feet 
1266,"Commercial house on sale at Ramkot, Nagarjun","Ramkot, Kathmandu",Rs. 8.5Cr,7.2 aana,,30,11,6,,30 Feet 
1267,"House for sale near API School, Dhapasi","Dhapasi, Kathmandu",Rs. 3.99Cr,4.0 aana,,,,2.5,,13/18 Feet 
1268,Newly constructed house on sale at Kuleshwor,"Kuleshwor, Kathmandu",Rs. 3.35Cr,3.0 aana,,6,4,4.5,,12-18 Feet 
1269,"Brand new House on sale at Sano Thimi, Bhaktapur","Sano thimi, Bhaktapur",Rs. 4.9Cr,4.0 aana,,6,5,2.5,,12-18 Feet 
1270,Residential house for sale in Makalbari,"Makalbari, Kathmandu",Rs. 3.7Cr,6.1 aana,,5,3,2.5,,10-12 Feet 
1271,"Attractive 5 bhk house on sale at Imadol, Lalitpur","Imadol, Lalitpur",Rs. 2.75Cr,3.0 aana,,5,3,2.5,,20 Feet 
1272,Modern Villa for sale in Bhaisepati,"Bhaisepati, Lalitpur",Rs. 6.4Cr,6.0 aana,,4,5,2.5,,20 Feet 
1273,"House on sale at Taulung, Budhanilkantha","Taulung, Kathmandu",Rs. 4Cr,5.0 aana,,2,2,1.5,,14 Feet 
1274,"Commercial building on sale at Bouddha, Kathmandu","Bouddha, Kathmandu",Rs. 23.5Cr,6.2 aana,10000 Sq. Feet,,,,,20 Feet 
1275,Newly built house on sale at Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 3.85Cr,4.0 aana,,7,5,2.5,,13 Feet 
1276,Luxurious bungalow on sale at Budhanilkantha,"Budhanilkantha, Kathmandu",Price on call,16.0 aana,,5,5,2.5,,14 Feet 
1277,Flat system house for sale in Imadol,"Imadol, Lalitpur",Rs. 2.5Cr,3.0 aana,,,,2.5,,20 Feet 
1278,"Residential house on sale at near Sesmati Bridge, Nepaltar","Nepaltar, Kathmandu",Rs. 1.96Cr,3.0 aana,,11,5,4,,9 Feet 
1279,Luxurious cheapest bungalow for sale at Jarankhu,"Jarankhu, Kathmandu",Rs. 2.84Cr,5.0 aana,,5,5,3,,22 Feet 
1280,"Beautiful house on sale at Sesmati, Nepaltar","Nepaltar, Kathmandu",Rs. 1.62Cr,3.0 aana,,9,6,4,,9 Feet 
1281,"Beautiful house on sale at Maitrinagar, Kirtipur","Maitrinagar, Kathmandu",Rs. 5.5Cr,6.0 aana,,10,6,3.5,,13 Feet 
1282,"Attractive bungalow on sale at Thimi, Bhaktapur","Thimi, Bhaktapur",Rs. 19Cr,24.0 aana,6300 Sq. Feet,8,6,4.5,,20 Feet 
1283,Attractive house for sale in Imadol,"Imadol, Lalitpur",Rs. 3.3Cr,3.2 aana,,6,4,2.5,,15-26 Feet 
1284,"Residential house for sale at Bhangal, Budhanilkantha","Bhangal , Kathmandu",Rs. 2.75Cr,4.0 aana,,,,2.5,,10-12 Feet 
1285,"House for sale in Dharmasthali, Tarakeshwor","Dharmasthali, Kathmandu",Rs. 2.1Cr,4.0 aana,,4,2,2,,20 Feet 
1286,"5 BHK house for sale at Imadol, Lalitpur","Imadol, Lalitpur",Rs. 4.25Cr,3.3 aana,,5,,2.5,,20 Feet 
1287,"Residential 4bhk house for sale at Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Rs. 7Cr,6.0 aana,,4,5,3.5,,13 Feet 
1288,"Residential house on sale at Kapan, Budhanilkantha","Kapan, Kathmandu",Rs. 2.4Cr,4.0 aana,,2,1,1,,15 Feet 
1289,"Residential house on sale at Ochu Height, Imadol","Ochu Height, Lalitpur",Rs. 4.1Cr,5.0 aana,,8,6,3.5,,13 Feet 
1290,"Attractive house on sale at Thapathali, Kathmandu","Thapathali, Kathmandu",Rs. 4.45Cr,6.2 aana,,6,3,3,,12 Feet 
1291,"Beautiful house on sale at Kharibot, Kapan","Kharibot, Kathmandu",Rs. 4.5Cr,10.3 aana,,,,2.5,,13 Feet 
1292,"Residential house on sale at Manamaiju, Kathmandu","Manamaiju, Kathmandu",Rs. 2.75Cr,3.0 aana,,6,7,3.5,,22 Feet 
1293,"Beautiful house on sale at Downtown Housing, Imadol","Imadol, Lalitpur",Rs. 4.5Cr,3.2 aana,2160 Sq. Feet,4,4,2.5,,20 Feet 
1294,"Attractive house on sale at Bagaicha Colony, Budhanilkantha","Budhanilkantha, Kathmandu",Rs. 6.8Cr,8.0 aana,,5,6,3,,20 Feet 
1295,"Newly built residential house on sale at Jyotinagar, Budhanilkantha","Jyotinagar, Kathmandu",Rs. 4.65Cr,5.1 aana,,,,2.5,,13 Feet 
1296,"House on sale at Hattigauda, Budhanilkantha","Hattigaunda, Kathmandu",Rs. 3.45Cr,4.2 aana,,5,5,2,,13 Feet 
1297,"House on sale at Basundhara, Kathmandu","Basundhara, Kathmandu",Rs. 4.2Cr,4.2 aana,,6,5,2.5,,16 Feet 
1298,"Beautiful 4 bhk house on sale at Imadol, Lalitpur","Imadol, Lalitpur",Rs. 4.3Cr,3.2 aana,2160 Sq. Feet,4,4,2.5,,14 Feet 
1299,"Attarctive house on sale at Harisiddhi, Lalitpur","Harisiddhi, Lalitpur",Rs. 2.7Cr,3.0 aana,,4,4,2.5,,20 Feet 
1300,"Residential house on sale at Thaiba, Lalitpur","Thaiba, Lalitpur",Rs. 2.4Cr,3.2 aana,,4,3,2.5,,13 Feet 
1301,"Beautiful house on sale at Grande, Dhapasi","Dhapasi, Kathmandu",Rs. 2.9Cr,3.2 aana,,4,3,2.5,,14 Feet 
1302,"Attractive house on sale at Chandol, Kathmadu","Chandol, Kathmandu",Rs. 3.6Cr,5.0 aana,,7,,2.5,,12 Feet 
1303,"Beautiful house on sale at Tyanglaphat, Kirtipur","Tyanglafat, Kathmandu",Rs. 5.7Cr,7.2 aana,,4,3,2.5,,20 Feet 
1304,"Beautiful 6 bhk house for sale at Nakhipot, Lalitpur","Nakhipot, Lalitpur",Rs. 3.9Cr/m,4.0 aana,,6,5,2.5,,10-15 Feet 
1305,"Attractive house on sale in Imadol, Lalitpur","Imadol, Lalitpur",Rs. 2.8Cr,3.2 kattha,2500 Sq. Feet,6,4,2.5,,13 Feet 
1306,"8 BHK attractive house on sale at Sanagaun, Lalitpur","Sanagaun, Lalitpur",Rs. 3.35Cr,5.0 aana,,7,4,2.5,,20 Feet 
1307,"Residential house for sale near Krishna Mandir, Imadol","Imadol, Lalitpur",Rs. 3.25Cr,,,6,4,2.5,,15 Feet 
1308,"Beautiful house on sale at Pasikot, Budhanilkantha","Pasikot, Kathmandu",Rs. 3.5Cr,4.0 aana,,5,4,2.5,,13 Feet 
1309,"Residential house for sale at Imadol, Lalitpur","Imadol, Lalitpur",Rs. 2.65Cr,3.1 aana,,4,4,2.5,,20 Feet 
1310,"2 BHK house for sale at Tikathali, Imadol","Tikathali, Lalitpur",Rs. 1.6Cr,3.1 aana,,2,1,1,,13 Feet 
1311,"7 BHK residential house on sale at Tikathali, Imadol","Tikathali, Lalitpur",Rs. 2.3Cr,3.0 aana,,7,3,2.5,,13 Feet 
1312,"Attractive house on sale at Tikathali, Imadol","Tikathali, Lalitpur",Rs. 2.3Cr,3.0 aana,,4,3,2.5,,13 Feet 
1313,"Attractive house on sale at Sundarbasti, Budhanilkantha","Sundarbasti, Kathmandu",Rs. 3.88Cr,4.2 aana,,6,5,3.5,,13 Feet 
1314,"Beautiful house for sale at Mandhkhatar, Budhanilkantha","Mandikhatar, Kathmandu",Rs. 3.98Cr,4.1 aana,,7,5,2.5,,13 Feet 
1315,5 BHK house for sale at Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 4.35Cr,5.0 aana,,5,5,2.5,,13 Feet 
1316,"House for sale at Syuchatar, Kalanki","Syuchatar, Kathmandu",Rs. 2.3Cr,3.0 aana,,4,2,3,,10 Feet 
1317,"Residential house on sale at Syuchatar, Kalanki","Kalanki, Kathmandu",Rs. 2.3Cr,3.0 aana,,5,3,2.5,,10 Feet 
1318,Beautiful Residential house on sale in Pepsicola,"Pepsicola, Kathmandu",Rs. 3.4Cr,3.1 aana,,,,2.5,,20 Feet 
1319,"House on sale at Satungal, Chandragiri","Satungal, Kathmandu",Rs. 1.5Cr,2.2 aana,,3,3,3,,4 Feet 
1320,"Beautiful house for sale at Kapan, Budhanilkantha","Kapan, Kathmandu",Rs. 3.5Cr,6.0 aana,,12,4,2.5,,10-12 Feet 
1321,"Brand new house on sale at Mandikhatar, Budhanilkantha","Mandikhatar, Kathmandu",Rs. 3.75Cr,4.0 aana,,6,5,2.5,,13 Feet 
1322,"Beautiful house for sale at Sital Height, Imadol","Imadol, Lalitpur",Rs. 3.45Cr,4.1 aana,,5,4,2.5,,13 Feet 
1323,"House for sale at Sital Height, Imadol","Imadol, Lalitpur",Rs. 2.65Cr,3.0 aana,,5,5,3.5,,13 Feet 
1324,"Residential house on sale at Buddhachowk, Thulobharyang","Buddha Chowk, Kathmandu",Rs. 3.9Cr,5.2 aana,,5,4,2.5,,13 Feet 
1325,"House for sale at Pabitranagar, New Buspark","New Buspark, Kathmandu",Rs. 4Cr,6.0 aana,,6,4,2.5,,4 Feet 
1326,"Beautiful house on sale at Chhauni, Kathmandu","Chhauni, Kathmandu",Rs. 3.5Cr,3.2 aana,,5,3,2.5,,13 Feet 
1327,"Premium Villas on Sale at CG Hills Premium, Bhaisepati","Bhaisepati, Lalitpur",Rs. 5.86Cr,4.1 aana,2669.63 Sq. Meter,4,5,3,,20 Feet 
1328,"Residential house on sale at Balkot, Bhaktapur","Balkot, Bhaktapur",Rs. 4.5Cr,9.0 aana,,5,2,2.5,,26 Feet 
1329,Flat system house for sale in Dhumbarahi,"Dhumbarahi, Kathmandu",Rs. 5.5Cr,5.2 aana,3300 Sq. Feet,8,7,3.5,,13 Feet 
1330,Under Construction bungalow house for sale at Bansbari,"Bansbari, Kathmandu",Rs. 5.1Cr,4.2 aana,,5,5,2.5,,12 Feet 
1331,"Residential house on sale at Nayabasti, Jorpati","Naya Basti, Kathmandu",Rs. 2.6Cr,3.2 aana,,5,2,2.5,,10 Feet 
1332,Under Construction house for sale at Bansbari,"Bansbari, Kathmandu",Rs. 5.2Cr,4.3 aana,,4,5,2.5,,12 Feet 
1333,"6 BHK house for sale at Imadol, Lalitpur","Imadol, Lalitpur",Rs. 2.55Cr,3.0 aana,,6,3,2.5,,13 Feet 
1334,"Beautiful house on sale at Bojepokhari, Imadol","Bojepokhari, Lalitpur",Rs. 2.85Cr,3.2 aana,,,,2.5,,
1335,"Commercial house on sale at Koteshwor, Kathmandu","Koteshwor, Kathmandu",Rs. 8.5Cr,5.0 aana,,10,6,4,,27 Feet 
1336,"Modern bungalow on sale at Dhobighat, Lalitpur","Dhobighat, Lalitpur",Price on call,12.0 aana,,5,5,2.5,,13 Feet 
1337,"Beautiful house on sale at Sunakothi, Lalitpur","Sunakothi, Lalitpur",Rs. 5.15Cr,7.0 aana,,4,4,2.5,,20 Feet 
1338,"Brand new house on sale at Sampang Chowk, Lalitpur","Sampang Chowk, Lalitpur",Rs. 2.2Cr,3.0 aana,,5,5,2.5,,13-20 Feet 
1339,"Beautiful house on sale near Karuna Hospital, Budhanilkantha","Kapan, Kathmandu",Rs. 2.95Cr,3.2 aana,,6,5,2.5,,13 Feet 
1340,Attractive house on sale at Banasthali. Kathmandu,"Banasthali, Kathmandu",Rs. 3.5Cr,2.3 aana,,6,4,3.5,,10-20 Feet 
1341,"4 BHK house on sale at Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Rs. 14Cr,8.2 aana,,4,5,2,, 13 Feet 
1342,"House on sale at Godawari, Lalitpur","Godawari, Lalitpur",Rs. 1.75Cr,3.1 aana,,6,3,2,,10-12 Feet 
1343,Attractive house for sale at Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 2.88Cr,3.2 aana,,,,2.5,,10 Feet 
1344,"Semi commercial house for sale behind Tennis Court, Mandikhatar","Mandikhatar, Kathmandu",Rs. 4.35Cr,6.2 aana,3523.20 Sq. Feet,4,5,3.5,,13 Feet 
1345,"Beautiful house on sale at Syuchatar Height, Kalanki","Kalanki, Kathmandu",Rs. 2.35Cr,3.1 aana,,5,4,2.5,,13 Feet 
1346,"Attractive house on sale at Simaltar, Boudha","Bouddha, Kathmandu",Rs. 2.5Cr,4.0 aana,,4,2,3.5,,8 Feet 
1347,"Beautiful house on sale at Greenland, Dhapasi","Dhapasi, Kathmandu",Rs. 5.1Cr,6.0 aana,,4,2,2.5,,20 Feet 
1348,"Modern house on sale at Sanepa, Lalitpur","Sanepa, Lalitpur",Rs. 6.35Cr,2700 sq. ft,2700 Sq. Feet,5,5,2.5,,14 Feet 
1349,Semi furnished bungalow for sale in Bhaisepati,"Bhaisepati, Lalitpur",Price on call,16.0 aana,,7,7,2.5,,20 Feet 
1350,"Commercial building for sale at Thamel, Kathmandu","Thamel, Kathmandu",Price on call,22.0 aana,,,,3,,15-20 Feet 
1351,Luxurious Residential Bungalow for sale in Bhaisepati,"Bhaisepati, Lalitpur",Rs. 7.8Cr,7.0 aana,,5,5,2.5,,13 Feet 
1352,Newly built bungalow on sale at Bhaisepati,"Bhaisepati, Lalitpur",Rs. 8.5Cr,7.0 aana,,5,5,2.5,,13 Feet 
1353,Attractive 5 bhk house on sale at Imadol,"Imadol, Lalitpur",Rs. 2.5Cr,3.0 aana,,5,3,2.5,,13 Feet 
1354,"2 BHK house on sale at Tikathali, Imadol","Tikathali, Lalitpur",Rs. 1.65Cr,3.0 aana,,2,1,1,,13 Feet 
1355,"6 BHK house on sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Rs. 3.45Cr,4.0 aana,,6,3,2.5,,13 Feet 
1356,"Beautiful house on sale at Bafal, Kathmandu","Bafal, Kathmandu",Rs. 2.35Cr,2.2 aana,,6,2,2.5,,12 Feet 
1357,"House on sale at Kalanki, Kathmandu","Kalanki, Kathmandu",Rs. 3.85Cr,4.2 aana,2600 Sq. Feet,4,5,3,,13 Feet 
1358,"House on sale at Kunwar Colony, Dhapasi","Dhapasi, Kathmandu",Rs. 4.5Cr,7.0 aana,,7,4,2.5,,12 Feet 
1359,"Attractive house for sale in Imadol, Lalitpur","Imadol, Lalitpur",Rs. 2.75Cr,3.0 aana,,5,3,3.5,,20 Feet 
1360,"Beautiful house on sale at Mandikhatar, Budhanilkantha","Mandikhatar, Kathmandu",Rs. 2.95Cr,3.1 aana,,6,5,3,,13 Feet 
1361,Attractive house for sale at Chandragiri,"Chandragiri, Kathmandu",Rs. 1.6Cr,4.0 aana,,2,2,2,,10 Feet 
1362,"Newly built house on sale at Sundarbasti, Budhanilkatha","Sundarbasti, Kathmandu",Rs. 3.85Cr,4.5 aana,,6,5,3.5,,13 Feet 
1363,Beautiful house on sale at Golfutar Basketball Court,"Golfutar, Kathmandu",Rs. 2.95Cr,4.0 aana,,4,3,2.5,,16 Feet 
1364,"Attarctive house on sale at Dhapasi, Tokha","Dhapasi, Kathmandu",Rs. 25Cr,48.0 aana,,6,6,2.5,,
1365,"3 BHK house on sale at Nayabasti, Lalitpur","Imadol, Lalitpur",Rs. 2.6Cr,3.0 aana,,3,3,2.5,,13 Feet 
1366,"Residential house on sale at Nayabasti, Lalitpur","Imadol, Lalitpur",Rs. 3.25Cr,3.3 aana,,6,4,2.5,,23 Feet 
1367,"5 BHK house on sale at Imadol, Lalitpur","Imadol, Lalitpur",Rs. 2.25Cr,,,5,3,2.5,,12 Feet 
1368,Beautiful house on sale at Kamalpokhari,"Imadol, Lalitpur",Rs. 4Cr,4.2 aana,,6,3,2.5,,13 Feet 
1369,Residential house on sale at Kamalpokhari,"Imadol, Lalitpur",Rs. 3.15Cr,3.1 aana,,4,4,2.5,,13 Feet 
1370,Under construction house on sale at Kamalpokhari,"Imadol, Lalitpur",Rs. 3.3Cr,3.2 aana,,5,4,2.5,,13 Feet 
1371,"Residential house on sale at Panitanki, Tikathali","Tikathali, Lalitpur",Rs. 2.7Cr,4.1 aana,,7,4,2.5,,13 Feet 
1372,"Attractive house on sale at Setipakha, Hattiban","Setipakha, Lalitpur",Rs. 2.25Cr,2.3 aana,,4,4,2.5,,13 Feet 
1373,"Beautiful house on sale at Ochu Hight, Imadol","Ochu Height, Lalitpur",Rs. 3.3Cr,3.3 aana,,6,4,2.5,,16 Feet 
1374,"Beautiful house for sale at Nakkhu, Lalitpur","Nakkhu, Lalitpur",Rs. 3.99Cr,5.0 aana,,4,4,2,,13 Feet 
1375,House on sale near Changathali Buspark,"Changathali, Lalitpur",Rs. 1.7Cr,4.0 aana,,7,3,2.5,,10 Feet 
1376,"Brand new house on sale at Ochu Height, Imadol","Ochu Height, Lalitpur",Rs. 2.45Cr,3.2 aana,,5,4,2.5,,13 Feet 
1377,"House on sale at Timalsina Chowk, Imadol","Imadol, Lalitpur",Rs. 3.5Cr,4.0 aana,,5,5,2.5,,13 Feet 
1378,"Attractive villa house on sale at Pasikot, Budhanilkantha","Pasikot, Kathmandu",Rs. 10Cr,20.0 aana,,4,4,2.5,,20 Feet 
1379,"Residential house on sale at Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Rs. 2.8Cr,3.0 aana,,6,3,2.5,,13 Feet
1380,A modern house on sale at Pepsicola,"Pepsicola, Kathmandu",Rs. 7.5Cr,13.0 aana,,5,5,2.5,,13 Feet 
1381,Newly built house for sale in Sitapaila,"Sitapaila, Kathmandu",Rs. 3.8Cr,5.1 aana,,4,,2.5,,13 Feet 
1382,"Flat system house on sale at Pasikot, Budhanilkantha","Pasikot, Kathmandu",Rs. 3.25Cr,5.1 aana,,5,2,3.5,,10 Feet 
1383,"Residential house on sale at Pasikot, Budhanilkantha","Pasikot, Kathmandu",Rs. 2.8Cr,,,6,8,3.5,,20 Feet 
1384,"House For Sale in Balkumari, Lalitpur","Balkumari, Lalitpur",Rs. 6.6Cr,,,3,6,4.5,,16 Feet 
1385,Residential House For Sale in Nepaltar,"Nepaltar, Kathmandu",Rs. 2.19Cr,3.0 aana,,,,3.5,,11 Feet 
1386,Brand new house on sale at Nakhipot,"Nakhipot, Lalitpur",Rs. 2.8Cr,3.2 aana,,5,3,2.5,,13 Feet 
1387,"Residential house on sale at Hattiban, Lalitpur","Hattiban, Lalitpur",Rs. 2.55Cr,3.2 aana,,6,5,2.5,,13 Feet 
1388,"Newly build house on sale at Tenzing Chowk, Kapan","Tenzing Chowk, Kathmandu",Rs. 3.65Cr,4.0 aana,,,,2.5,,13 Feet 
1389,"New house on sale at Mandikhatar, Budhanilkantha","Mandikhatar, Kathmandu",Rs. 2.95Cr,3.1 aana,,6,5,2.5,,13 Feet 
1390,Residential house on sale at Old Baneshwor,"Old Baneshwor, Kathmandu",Rs. 4.5Cr,3.0 aana,,6,4,,,16 Feet
1391,"Full furnished house on sale at Dhobikhola, Kathmandu","Dhobikhola, Kathmandu",Rs. 4.6Cr,4358 sq. ft,4358 Sq. Feet,5,6,3.5,,27 Feet 
1392,"Residential house on sale at Bhangal, Budhanilkantha","Bhangal , Kathmandu",Rs. 1.78Cr,3.1 aana,,,,1.5,,8-10 Feet 
1393,"Beautiful house on sale at Hattigauda, Budhanilkantha","Hattigaunda, Kathmandu",Rs. 3.45Cr,5.0 aana,,,,,,13 Feet 
1394,Attractive house on sale in Kapan,"Kapan, Kathmandu",Rs. 1.88Cr,2.2 aana,,,,2.5,,12 Feet 
1395,"House on sale at Bhandari Road, Imadol","Imadol, Lalitpur",Rs. 2.7Cr,,,5,4,2.5,,10 Feet 
1396,"Residential house on sale at Phutung, Kathmandu","Phutung, Kathmandu",Rs. 1.5Cr,3.0 aana,,3,2,1.5,,13 Feet 
1397,Commercial house for sale in Kadaghari,"Kadaghari, Kathmandu",Rs. 6.5Cr,5.2 aana,,,,4,,12-18 Feet 
1398,"Attractive house on sale at Lolang, Kathmandu","Lolang, Kathmandu",Rs. 2.55Cr,3.0 aana,,8,3,2.5,,10 Feet 
1399,Commercial building for sale in Balkumari,"Balkumari, Lalitpur",Rs. 3.3Cr,2.3 aana,2475 Sq. Feet,,,4.5,,25 Feet 
1400,"Residential house on sale at Tikathali, Imadol","Tikathali, Lalitpur",Rs. 2.5Cr,3.1 aana,,6,3,2.5,,13 Feet 
1401,"Commercial house on sale at Nakhipot, Lalitpur","Nakhipot, Lalitpur",Rs. 7.1Cr,4.0 aana,,,6,3.5,,10-12 Feet 
1402,"6 BHK house on sale at Imadol, Lalitpur","Imadol, Lalitpur",Rs. 3.7Cr,5.0 aana,,6,6,2.5,,13 Feet 
1403,"Beautiful house on sale at Kusunti, Lalitpur","Kusunti, Lalitpur",Rs. 3.95Cr,5.2 aana,,4,4,2.5,,13 Feet 
1404,"Residential house on sale at Kharibot, Kapan","Kharibot, Kathmandu",Rs. 3.25Cr,4.0 aana,,,,3.5,,10 Feet 
1405,"Luxurious classic villa for sale at Dhapasi, Kathmandu","Dhapasi, Kathmandu",Rs. 13.5Cr,14.0 aana,,5,6,3.5,,20 Feet 
1406,"Commercial building on sale at Thamel, Kathmandu","Thamel, Kathmandu",Rs. 12.5Cr,6.0 aana,,,,6,,13 Feet 
1407,"Commercial house on sale at Bagbazar, Kathmandu","Bagbazar, Kathmandu",Rs. 7Cr,5.1 aana,,,,5.5,,12 Feet 
1408,Under construction house on sale at Sukedhara,"Sukedhara, Kathmandu",Rs. 5.5Cr,5.2 aana,,,,2.5,,13 Feet 
1409,Single storied house for sale in Pasikot,"Pasikot, Kathmandu",Rs. 2.8Cr,5.2 aana,,,,1,,12/13 Feet 
1410,A modern house on sale at Satdobato,"Satdobato, Lalitpur",Rs. 4.5Cr,6.1 aana,2800 Sq. Feet,5,5,2.5,,13 Feet 
1411,Brand new house for sale in Imadol,"Imadol, Lalitpur",Rs. 3.25Cr,3.3 aana,,,,2.5,,13 Feet 
1412,Bungalow house for sale in Imadol,"Imadol, Lalitpur",Rs. 3.75Cr,4.0 aana,,,,2.5,,16 Feet
1413,"Beautiful house on sale at Checkpost,Thankot","Thankot, Kathmandu",Rs. 1.45Cr,3.0 aana,,2,,1,,10 Feet 
1414,Attractive house on sale at Kalanki,"Kalanki, Kathmandu",Rs. 2.6Cr,3.3 aana,,,,3,,10-12 Feet 
1415,House for sale in Dhumbarahi,"Dhumbarahi, Kathmandu",Rs. 3.8Cr,4.0 aana,,3,3,2.5,,10 Feet 
1416,"New house for sale at Kapan, Budhanilkantha","Kapan, Kathmandu",Rs. 2.95Cr,,,6,5,2.4,,13 Feet 
1417,Semi furnished house on sale at Kalanki,"Kalanki, Kathmandu",Rs. 2.55Cr,4.2 aana,,5,4,2,,20 Feet 
1418,"Residential house on sale at Bibek Chowk, Kapan","Kapan, Kathmandu",Rs. 3.1Cr,4.0 aana,3000 Ropani-Aana-Paisa-Daam,8,3,3.5,,12 Feet 
1419,Neoclassic house on sale at Maharajgunj,"Maharajgunj, Kathmandu",Rs. 19Cr,13.0 aana,4500 Sq. Feet,4,5,,,20 Feet 
1420,6BHK house on sale at Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 3.45Cr,4.0 aana,,6,3,2.5,,13 Feet 
1421,Flat system house for sale in Ratopul,"Ratopool, Kathmandu",Rs. 13.8Cr,16.0 aana,,,,4,,8-10 Feet 
1422,Beautiful house on sale at Sanobharyang,"Sanobharyang, Kathmandu",Rs. 7.4Cr,11.0 aana,,8,4,3.5,,13 Feet 
1423,"Bungalow for sale at CG Villa, Sunakothi","Sunakothi, Lalitpur",Rs. 3.75Cr,2600 sq. ft,2600 Sq. Feet,4,4,2.5,,20 Feet 
1424,Brand new Lavish house for sale at Bhaisepati,"Bhaisepati, Lalitpur",Rs. 8.5Cr,3400 sq. ft,3400 Sq. Feet,5,7,2.5,,14 Feet 
1425,Beautiful house on sale at Bhaktapur,"Bhaktapur, Bhaktapur",Rs. 2Cr,3.0 aana,,2,2,2,,9-12 Feet 
1426,"House for sale at Hattigaunda, Budhanilkantha","Hattigaunda, Kathmandu",Rs. 3.45Cr,6.1 aana,,7,4,2,,14 Feet 
1427,Commercial house for sale in Panipokhari,"Panipokhari, Kathmandu",Rs. 6.5Cr,3.2 aana,,,,3.5,,12-18 Feet 
1428,"House for sale in Budhanilkantha, Pasikot","Pasikot, Kathmandu",Rs. 3.4Cr,4.0 aana,,5,4,2.5,,13 Feet 
1429,"9BHK house on sale at Dhumbarahi, Kathmandu","Dhumbarahi, Kathmandu",Rs. 6.75Cr,8.0 aana,,9,6,2,,11-12 Feet 
1430,"Attractive house on sale at Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Rs. 18Cr,16.0 aana,,5,3,2,,
1431,Beautiful bungalow on sale at Chabahil,"Chabahil, Kathmandu",Rs. 5Cr,6.0 aana,,,,3,,9-12 Feet 
1432,Business Complex for sale at Gongabu,"Gongabu, Kathmandu",Rs. 60Cr,40.0 aana,42000 Sq. Feet,,,4,,20+ Feet 
1433,"Beautiful house on sale at Khadka Gaun, Kalanki","Khadka Gaun, Kathmandu",Rs. 3.3Cr,4.0 aana,,5,4,2,,13 Feet 
1434,Residential Bungalow for sale at Dhumbarahi,"Dhumbarahi, Kathmandu",Rs. 14Cr,17.0 aana,,,,2.5,,12-18 Feet 
1435,"Newly built house for sale at Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Rs. 3.4Cr,4.0 aana,,6,3,2.5,,13 Feet 
1436,"6BHK beautiful house for sale at Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Rs. 3.45Cr,4.0 aana,,6,3,2.5,,13 Feet 
1437,"House for sale in CG Villa, Sunakothi","Sunakothi, Lalitpur",Rs. 3.75Cr,5.0 aana,2700 Sq. Feet,3,4,2.5,,20 Feet 
1438,"Bungalow for sale in Sangam Awas, Bhaisepati","Bhaisepati, Lalitpur",Rs. 7.8Cr,6.0 aana,2880 Sq. Feet,4,5,2.5,,13 Feet 
1439,Brand new house on sale at Syuchatar,"Syuchatar, Kathmandu",Rs. 3.8Cr,4.0 aana,,4,3,2.5,,18 Feet 
1440,"Residential house for sale at Gwarko, Lalitpur","Gwarko, Lalitpur",Rs. 1.55Cr,2.3 aana,,2,1,1,,13 Feet 
1441,Furnished Bungalow for rent at Maharajgunj,"Maharajgunj, Kathmandu",Rs. 10.5Cr,11.0 aana,,4,4,2,,10-12 Feet 
1442,"Commercial house for sale behind of Hotel Harati, Chhetrapati","Chhetrapati, Kathmandu",Rs. 12.5Cr,10.0 aana,,,,5,,15 Feet 
1443,"4BHK beautiful house on sale at Imadol, Lalitpur","Imadol, Lalitpur",Rs. 2.35Cr,3.0 aana,,4,4,2.5,,13 Feet 
1444,"House on sale near European Bakery, Baluwatar","Baluwatar, Kathmandu",Rs. 3.5Cr,2.0 aana,,,,4,,14-20 Feet 
1445,Luxurious Bungalow for sale in Sitapaila,"Sitapaila, Kathmandu",Rs. 6.25Cr,7.2 aana,2734 Sq. Feet,4,5,2.5,,14-20 Feet 
1446,"Residential house on sale at Thaiba, Godawari","Thaiba, Lalitpur",Rs. 1.8Cr,3.3 aana,,4,3,2.5,,20 Feet 
1447,"Beautiful house on sale at Ochu Height, Imadol","Ochu Height, Lalitpur",Rs. 2.7Cr,3.2 aana,,5,3,2.5,,13 Feet 
1448,4BHK house on sale at Bhaisepati,"Bhaisepati, Lalitpur",Rs. 7.8Cr,6.0 aana,,4,5,2,,13 Feet 
